NAME	hepatocyte	hepatic_stellate_sinusoid	kupffer	NK	plasmacytoid_dendritic_cell	b_cell	myeloid_leukocyte
Cyp2d10	5096.32793054717	1	326.521732514761	1	204.771658003649	1	1
Cyp2d13	1193.88377124877	1	1	1	1	1	1
Cyp2d26	945.469330396677	1	1	1	1	1	1
Cyp2d37.ps	1687.81590861685	1	1	1	1	1	1
Cyp2d40	2746.98739436966	1	1	1	1	1	1
Cyp2d9	1334.62742070465	1	1	1	1	1	1
Cyp2e1	1046.25334828105	1	1	1	1	1	1
Cyp39a1	651.516926450326	1	1	1	1	1	1
Cyp3a13	1144.23628783087	1	1	1	1	1	1
Cyp3a25	6249.82397914066	1	1	1	1	1	1
Cyp3a44	926.203110367172	1	1	1	1	1	1
Cyp3a59	2866.86709687341	1	1	1	1	1	1
Cyp4a10	755.337110298175	1	1	1	1	1	1
Cyp4a14	1880.06849449801	1	1	1	1	1	1
Cyp4a32	821.726960129599	1	1	1	1	1	1
Cyp4f14	1483.42831510555	1	1	1	1	1	1
Cyp4f15	1200.09431558342	1	1	1	1	1	1
Cyp4f16	1	1	1	1	1	1	299.224636280843
Cyp7a1	1114.16534769456	1	1	1	1	1	1
Cyp8b1	1969.45425479769	1	1	1	1	1	1875.51394326542
Cysltr1	1	1	1	1	1	1	476.087242687658
Cysltr2	1	1	1	4776.76260927419	1	1	1
Cyyr1	1	416.482420560241	1	1	1	1	1
D14Ertd668e	1	1	118.242358013876	1	1	1	344.65419966643
D16Ertd472e	1	1	1	268.115196787572	1	1	1
D17H6S53E	1	427.232716888998	1	1	1	1	1
D18Ertd653e	1	1	1	1	1766.3146582779	1	1
D1Bwg0212e	1	1	1	164.669462442362	1	1	1
D6Wsu163e	1	1	360.164240384607	1	1604.96487797813	1	1
D730039F16Rik	576.710517951088	1	1	1	1	1	1
Dak	1061.56132349014	1	1	1	1	1	1
Dapk2	1	334.684167491352	1	1	1	1	1
Dcaf15	1	1	1	451.670697006235	101.476071048076	1	1
Dcaf5	1	1	1	263.400941308287	1	1	1
Dcbld1	1	3046.83879110793	1	1	1	1	1
Dchs1	1	2342.48038608676	1	1	1	1	1
Dclre1b	1	1	1	1	1	1	436.008113059788
Dclre1c	1	1	1	1	500.357329390475	1	1
Dcp1a	1	1	1	1	385.096782846822	1	1
Ddhd1	1	1	369.85223822604	1	1	1	192.852653388316
Ddr1	1	1	1	1	141.042859013677	1	1
Ddx19b	1	1	1	1	383.926132808779	1	1
Ddx49	1	1	1	1	1	1	121.024403514445
Ddx51	1	1	1	1	461.486599096813	1	1
Ddx60	1	1	939.233875370795	1	1	1	1
Dedd	1	1	1	1	1	315.466184384862	1
Def6	1	1	1	217.010964555956	1	1	1
Dennd1a	1	1	181.602178553202	1	1	1	1
Dennd1c	1	1	1	423.884558967144	1	1	185.557210937435
Dennd2a	1	924.432165570123	1	1	1	1	1
Dennd2d	1	1	1	1424.91860793809	1	1	1
Dennd5b	27.592419434508	1	1	1	1	634.583916823584	1
Derl3	1	1	1	1	1	11712.6238554559	1
Dexi	1	1	1	144.457514489028	1	1	1
Dgkd	1	1	1	132.885282379076	1	411.367516896703	1
Dhcr7	1	1	1	1	194.143722325187	1	1
Dhdds	1	1	1	1	152.390646407347	1	1
Dhx57	1	1	1	1	425.4816627911	1	1
Dhx58	1	1	277.948335035908	1	1	1	255.887431907029
Dio1	737.571449019897	1	1	1	1	1	1
Dirc2	1	1	1	1	524.359814759941	1	1
Dis3l	1	1	1	1	1	874.632816325236	1
Dlc1	1	471.939212443874	1	1	1	1	1
Dmd	1	773.405986612213	1	1	1	1	1
Dmgdh	1388.40959690202	1	1	1	1	1	1
Dmpk	1	578.847578249064	5951.40216152304	1	1	1	254.196433656171
Dmwd	1	902.018644324187	296.981119902638	1	1	1	1
Dna2	1	1	1	1	1	1	1974.1047624514
Dnajb13	1	1	1908.14320821753	1	1	1	1
Dnajb9	1	1	1	1	1	196.260351333153	1
Dnajc24	1	91.621998087944	1	1	1	246.775346619499	1
Dnase1l1	1	1	1	1	1	1	205.170735001572
Dnase2a	1	1	211.793383271524	1	1	1	144.027993388927
Dnase2b	1752.94910224839	1	1	1	1	1	1
Dnm3	1	1	1	1	1	495.685629537016	1
Dnmt1	1	1	1	159.65461756901	1	1	1
Dnpep	1	1	1	1	1	157.123097820312	1
Dntt	1	1	1	1	223.31504273701	1	1
Dock1	1	311.118039621752	1	1	1	1	1
Dock6	1	460.264407103147	1	1	1	1	1
Dock7	1	1	154.945481300101	1	1	1	1
Dok2	1	1	465.190746357974	1046.2616846735	1	1	162.377134913293
Dopey1	1	1	1	1	271.978988846208	1	1
Dopey2	1	1	1	455.726545191108	1	1	1
Dpep2	1	1	1	1	1	1	804.207709078009
Dph2	1	1	1	1	240.292970193142	1	1
Dpy19l1	1	1	165.09871636754	1	794.691911378515	1	321.68007181893
Dpyd	1251.5626861084	1	1	1	1	1	1
Dpys	4232.36685176956	1	1	1	1	1	1
Dse	1	589.589336104772	623.389305723857	1	1	1	234.577061900841
Dtx1	1	1	1	675.980633121066	1	244.113881877806	1
Dus1l	46.7863419580606	1	1	1	1	192.889984029388	1
Dusp2	1	1	1	844.422451683933	1	177.06714721267	92.2575309091876
Dusp28	1	1	1	1	450.400653664839	1	1
Dusp9	1	1	1	1	8627.55873862461	1	1
Dynlt1a	1	1	239.992107965007	1	1	1	232.337529831611
Dynlt1f	1	1	1	1	321.387507642068	1	1
Dysf	1	1672.73288839295	668.043915946606	1	1	1	1
Dzip3	1	1	1	1	286.949830066393	1	1
E130203B14Rik	1	1633.60151439778	1	1	1	1	1
E230029C05Rik	1	1	1590.63372805276	1	1	1	703.926737931993
E2f1	1	1	1	1	1	1	133.927090819852
E330020D12Rik	1	1	1	1	1	2854.42446123494	1
E4f1	1	1	1	1	1	315.975147294579	1
Eaf2	1	1	1	1	1	6506.09631363156	1
Ear1	1	1	253.324079431591	1	1	1	1
Ear2	1	1	385.861690604925	1	1	1	355.682877348478
Ebi3	1	1	237.469079240179	1	1	1	224.7873310754
Ecd	1	1	1	1	1	199.735942988295	1
Ece2	1	1	253.334991425967	1	1	1	288.948725794419
Echdc3	575.053423031132	1	1	1	1	1	1
Ednrb	1	871.431358982994	1	1	1	1	1
Eepd1	31.5409670376903	1	1	1	282.277461522901	1	1
Egfl7	1	362.648704516388	1	1	1	1	1
Ehd3	1	20790.9849282393	190.601996215442	280.698360782689	1	1	1
Ehhadh	544.815241852694	1	1	1	1	1	1
Eif2ak3	1	1	1	1	1	455.370923873432	1
Eif2b4	20.5288093161255	1	1	1	1	335.678152837144	1
Eif2c3	1	832.548839093885	1	1	1	1	1
Eif2c4	1	1	1	1	1931.97454152685	1	342.232614723193
Ell2	16.9402759874541	1	1	1	1	653.594842968967	1
Elmo2	1	1	84.4826250824715	1	1	1	245.297716720491
Elovl2	2011.73505770045	1	1	1	1	1	1
Eltd1	1	305.635523708131	1	1	1	1	1
Emilin1	1	656.714021947006	1	1	1	1	1
Eml3	1	1	1	1	1	1	94.8671941811889
Emr1	1	1	1579.94714392954	1	1	1	457.730319278793
Emr4	1	1	1936.77453161728	1	1	1	1162.41654020305
Eng	1	442.578445733091	1	1	1	1	1
Engase	1	1	1949.77614167206	1	1	1	1
Eno3	1	1	1	1	1	1	1410.2829617857
Enoph1	1	1	1	1	1	1	275.17617520023
Enox2	1	469.435110949905	1	1	1	1	1
Enpp1	1	1	455.123495838789	1	1	1	1
Entpd1	1	1	301.970340376346	1	1	1	317.323833730337
Entpd8	1389.28816276595	1	1	1	1	1	1
Eomes	1	1	1	2282.84085400366	1	1	1
Epb4.1l3	1	1	1039.10275925005	1	1	1	1
Epha2	1	1	1	1	165.913234021713	1	1
Ephb2	1	1	1	1	3951.59970838541	1	1
Ephb4	1	1055.35326132217	1	1	1	1	1
Eri1	1	1	1	115.096515398323	1	1	1
Esyt2	1	1	1	110.833587526271	1	1	1
Etnk2	1505.95400617172	1	1	1	1	1	1
Etv3	1	1	1	1	1	163.625321730367	1173.05571552709
Etv5	1	1	374.882804497978	1	1	1	1
Etv6	1	1	1	1	1	1	284.079649784925
Exoc3l	1	5383.00860196349	1	1	1	1	1
Exosc1	1	1	1	1	1	1	131.951086286113
Exosc2	1	1	1	799.918505892493	1	1	100.278794816703
Expi	1	1	100.438435124154	1	1	1	1
Extl1	559.180246620523	1	1	1	1	1	1
F11	915.981174492156	1	1	1	1	1	1
F12	4718.34559784116	1	1	1	1	1	1
F13a1	1	1	1	1	1	1	186.040376429048
F13b	888.196319963961	1	1	1	1	1	1
F2rl2	1	1	1	5282.20221116138	1	1	1
F5	728.871563491693	1	1	1	1	1	1
F630111L10Rik	1	1	1	1	14786.0088772079	1	7597.11614652983
F7	2153.19896893975	1	1	1	1	1	1
F8	1	15854.0189104442	1	1	1	1	1
F9	3891.56665674448	1	1	1	1	1	1
Faah	208.488220199774	1	1	400.983069272999	1	1	1
Fabp7	1	1188.86383675217	20218.6650134185	1	1	1	1805.28400817371
Fads2	553.299845633543	1	1	1	3212.03094808381	1	1
Fads3	1	1	1	1	516.110471673492	1	1
Faim3	1	1	1	1	1	424.624588440537	1
Fam102a	1	1	1	425.498127854034	1	1	1
Fam108b	1	1	1	1	104.54860974595	238.059481312039	1
Fam110a	1	1	1	1	151.798747190598	1	1
Fam113b	1	1	1	492.014639771815	1	422.694320614235	1
Fam124a	1	4503.94529868948	1	1	1	1	1
Fam129c	1	1	1	1	479.216399717043	1	1
Fam149b	1	1	1	1	155.032184972793	1	1
Fam167a	1	1	1180.49229747474	1	1	1	1
Fam167b	1	19521.5733217565	1	1	1	1	1
Fam169b	1	1	1	1	154.124219531512	1	1
Fam171a1	1	1218.01806648421	1	1	1	1	1
Fam171a2	1	2410.31774688805	1	1	1	1	1
Fam173b	1	1	1	1	279.206067335551	1	1
Fam174b	1	829.505241696009	1	1	1	1	1
Fam175b	1	1	1	1	1	1	113.516247191852
Fam188b	1	1314.54998245542	1	1	1	1	1
Fam189a2	1	598.395486985199	1	1	1	1	1
Fam189b	1	1	1	852.246032594704	1	1	1
Fam203a	1	1	1	1	373.261367682785	1	1
Fam20a	67.7816112508356	906.735166652735	1	1	1	1	1
Fam26f	1	236.132540991932	513.420245672826	1	1	1	1845.64486092459
Fam46a	1	1	236.259040088488	1	1	1	208.563058738175
Fam46c	1	1	1	1	1	2057.60449585936	1
Fam47e	761.936302275696	1	1	1	1	1	1
Fam49a	1	1	193.4530232698	1	1	1	579.535333216413
Fam55c	1	1	1	369.270538153756	1	258.351469314448	1
Fam55d	1	1	1	1	1	1	228.58808967468
Fam58b	1	1	1	197.061969536632	55.2638504452385	1	1
Fam60a	1	1	1	1	1	1	150.231624906819
Fam65b	1	1	1	131.764574447096	73.2092494717548	573.634125947313	1
Fam76b	1	1	1	1	1	133.119466800191	1
Fam78a	1	1	1	401.342526821984	1	1	1
Fam82a1	573.680472685879	1	1	1	2114.57385213248	1	1
Far1	1	1	1	1	1	91.0487251424627	1
Fasl	1	1	1	13623.1145665936	1	1	1
Fasn	654.63985596634	1	1	1	1	1	1
Fastk	1	1	1	1	1	121.349274048725	1
Fat4	1	2312.17806123479	1	1	1	1	1
Fblim1	1	1	181.590676517075	1	1	1	1
Fbxl13	1	1	1	1	4021.13474769161	1	1
Fbxl14	1	1	1	150.384437673697	1	1	1
Fbxl7	1	1690.23828984905	1	1	1	1	1
Fbxo4	1	1	1	1	1	1	106.357560747653
Fbxw17	1	488.165508351394	421.865112296579	1	1	1	1
Fbxw7	1	1	1	1	1	202.523330650943	1
Fcer2a	1	1	1	1	1	304.473240394928	1
Fcgr1	1	1	1168.08801193413	1	1	1	1030.56205375992
Fcgr3	1	1	254.134851937879	1	1	1	237.963665017123
Fcgr4	1	1	867.658731857133	1	1	1	613.023703604233
Fchsd2	1	116.436575926773	1	1	1	636.933978591853	1
Fcna	1	2328.19518827043	27638.9283561813	1	1	1	865.441626041905
Fcrl1	1	1	1	1	1	283.701933737863	1
Fcrla	1	1	1	1	135.873660096158	624.618302640814	1
Fech	16.5577432783575	1	1	1	1	516.392113732911	1
Fem1c	1	1	1	1	1	1	284.409556867715
Fert2	1	403.599707784643	1	1	1	1	1
Fetub	2283.41318320486	1	199.191147223461	1	1	1	1
Fgd5	1	829.180281172716	1	1	1	1	1
Fgf21	4369.50682058836	1	1	1	1	1	1
Fgfr1op	1	1	1	1	209.758991337595	1	1
Fgl1	4318.41315080653	1	412.782909833932	1	1	1	1
Fhod1	1	242.730511154309	339.728793735821	1	1	1	1
Filip1	1	431.221914151837	1	1	1	1	1
Fkbp11	1	1	1	1	1	346.427237659959	1
Fkbp1b	1	1	1	1	1	1	273.016131590541
Flad1	30.8942493077958	1	1	1	1	306.219702014528	1
Flrt1	1	1657.2741566975	1	1	1	1	1
Flt3	1	1	1	1	5897.19372301436	1	6908.95049537726
Flt3l	1	1	1	496.813924361121	1	1	1
Flt4	1	13098.5215132401	1	1	1	1	1
Flywch1	1	351.291461699897	1	1	1	1	1
Fmo3	2278.97773611133	1	1	1	1	1	1
Fnta	1	1	1	1	1	201.635242357446	1
Folr2	1	415.260608211878	10598.5214270434	1	1	1	842.596823661217
Folr4	1	1	1	1124.53840871435	1	1	1
Foxa2	665.259749131238	1	1	1	1	1	1
Foxa3	788.744591610395	1	1	1	1	1	1
Foxk2	1	1	1	1	87.422076313494	1	1
Foxr1	1	1	1	1	10976.6292302494	1	1
Fpr1	1	1	984.845843757284	1	1	1	1
Frmd8	1	1	1	256.000226988082	1	1	104.497701464011
Frrs1	1	1	1	1	1	1	139.0239883075
Fstl3	1	1	1	1	498.738294881942	1	1
Ftcd	2756.38119487895	1	1	1	1	1	1
Ftsjd2	1	1	1	1	1	311.133880932084	80.0982418341629
Fut11	1	362.47912860813	1	1	1	1	1
Fut8	1	1	1	1	1	415.581543711124	1
Fxr2	1	1	1	1	1	1	105.875397374742
Fzd4	1	472.274851543536	1	1	1	1	1
G6pc	601.233923075933	1	1	1	1	1	1
Gab2	1	1	221.111612970114	1	1	1	1
Gab3	1	1	1	623.004276109874	81.6899234886908	1	1
Gale	1	1	1	1	196.953838979906	1	1
Galnt10	1	1	1	507.551955430203	1	1	1
Galnt12	1	1	1	491.098312722034	170.749473672462	1	1
Galnt6	1	1	135.0833338627	359.847461886392	1	1	1
Galnt9	1	1	1	1	1	1	1416.37751550926
Gapt	1	1	1	1	2970.99919739737	1	1
Gata3	1	1	1	168.869595265374	1	1	1
Gata4	1	12535.168521161	1	1	1	1	1
Gbp1	1	1	11987.9739899234	1	1	1	1
Gbp4	1	129.722327115595	1	454.975044573886	1	1	1
Gbp6	1	1	1	370.114846881868	1	1	1
Gbp8	1	1	1391.59035105618	1227.32594901837	1	1	1
Gcet2	1	1	1	1	1	1	10478.2682883301
Gcgr	2430.00043720449	1	1	1	1	1	1
Gck	1460.21333440297	1	1	1	1	1	1
Gckr	3914.89986306587	1	1	1	1	1	1
Gdap10	1	1	189.47942571214	1	1	1	353.125750417931
Gdf2	1	2995.47801321487	1	1	1	1	1
Gdf3	1	1	2640.50583464804	1	1	1	1
Gdpd1	1	1	244.082541168502	1	1	1	1
Gdpd3	1	1	1	1	1	1	254.555931930382
Gfi1	1	1	1	1685.93293502359	1	1	1
Gfpt1	1	1	1	1	1	1	142.33121090542
Gfra2	1	1	1331.02813999114	1	1	1	1
Gga2	1	1	1	1	1	266.185328345642	1
Gimap3	1	1	1	1017.51953034612	1	240.855287056483	1
Gimap4	1	114.258024088684	1	665.746259294589	1	221.862947383646	1
Gimap7	1	1	1	1514.93328181817	1	280.085317485579	1
Gimap9	1	1	1	512.682815845978	1	136.456529647496	1
Gja4	1	4718.56221731321	1	1	1	1	1
Gjb1	2138.1249031306	1	1	1	1	1	1
Glb1	1	1	87.4621095293002	1	1	1	1
Glcci1	1	1	1	1	132.388744946678	283.645178660456	1
Gldc	613.630512882886	1	1	1	1	1	1
Gls2	2161.40442560634	1	1	1	1	1	1
Gltpd2	2251.02307040591	1	1	1	1	1	1
Gm10336	1	1	978.059215775691	1	1	1	1
Gm10345	1	1	1	4051.92126610886	1	1	1
Gm10768	2115.27631910603	1	1	1	1	1	1
Gm12070	1	1	1	1	1	1	617.571687422201
Gm12191	1	1	1	846.459868444388	1	2014.77759909556	1
Gm12253	1	1	1	1	6464.1722837587	1	1
Gm12504	1	1	1	1	153.02515867809	627.272456945795	349.57004104992
Gm12657	1	1	1	1	110.076423180777	779.526306860535	276.692952136728
Gm12942	1	1	235.487715713643	1	1	1	1
Gm13139	1	1	1660.10490237064	1	3768.08262069442	1	2711.85673977163
Gm14207	1	1932.65957623252	1	1	6425.97778594172	1	1
Gm14446	1	1	1	3877.61570711854	1	1	1
Gm15987	1	1	1	1	1	418.604550847786	215.820936697568
Gm16157	1479.49827452066	1	1	1	1	1	1
Gm1673	1	605.997033668429	1	1	1	1	1
Gm16973	1	1	1	1	1847.5251968019	1	1
Gm19705	1	1	1	1	214.18441974117	1	1
Gm20257	1	1	1	1	429.983844655734	1	1
Gm4013	55.8421940070658	1	1	1	601.122140978562	1	1
Gm4759	1	1	1	2129.11158334391	1	5683.18564856515	1
Gm4788	2110.59175792635	1	1	1	1	1	1
Gm4952	2552.6246296031	1	1	1	1	1	1
Gm4956	1	1	1	6333.50060112041	1	1	1
Gm4980	1	15260.9132195454	1	1	1	1	1
Gm5069	1	1	1	1	1	1	429.095166136891
Gm5086	1	1	1	1	12070.0060713869	1	1
Gm5150	1	1	1030.77653342007	1	1	1	521.55934293518
Gm5431	1	1	3374.12225314685	1	1	1	1
Gm5506	1	1	1	1	55.4638486638626	1	428.468053393187
Gm5547	1	1	1	248.71220436885	3052.6138817661	578.62564719042	180.790685597241
Gm608	1	1	1	1	1	1	196.436946632594
Gm6377	1	1	401.302382622739	1	1	1	1276.61801052393
Gm6484	2576.22837957369	1	1	1	1	1	1
Gm6548	1	1	1	1	1	362.011219707198	338.853814114371
Gm6907	1	1	1	2074.37368277527	1	1	1
Gm7609	1	1476.88761717475	1	1	123.192351809036	2612.81600200876	1
Gm829	1	1	1	1	3721.983490214	1	1
Gm8369	1	1	1	1	1	544.155046205837	1
Gm8883	1763.2380282196	1	1	1	1	1	1
Gm8979	1	1	1	1	1	6132.22352030368	1
Gm9733	1	1	1	1	1	1	1114.22121555569
Gmppb	1	1	1	1	1	170.834316101666	1
Gmpr	1	709.716018068574	1	1	1	1	1
Gng11	1	276.692707116904	1	1	1	1	1
Gng13	1	1	1	1	1	6063.43380632633	1
Gnmt	2966.52436421353	1	160.51631977647	1	1	1261.42246302541	1
Gnpnat1	49.9106090605571	1	1	1	1	292.903649223179	1
Gnptab	1	1	1	1	277.950725559513	1	1
Golga5	1	1	1	1	1	1	103.499166057032
Golgb1	1	1	1	1	1	144.457612765849	1
Gpc1	1	1	1	320.653588800982	1	1	1
Gpd1	571.849980206003	1	1	1	1	1	1
Gpd1l	1	1	1	1	1	288.583434756242	1
Gpd2	1	1	1	1	1	100.471853284042	1
Gpihbp1	1	752.529722734003	1	1	25.0356050793088	1	1
Gpld1	1478.24857206941	1	1	1	1	1	1
Gpr114	1	1	1	7562.64156526853	1	1	1
Gpr116	1	298.595221549897	1	1	1	1	1
Gpr124	1	802.741918256451	1	1	1	1	1
Gpr137b	1	1	1	1	74.0813466641982	1	544.997494497716
Gpr141	1	1	1	1	1	1	1221.47049934919
Gpr155	1	777.398396699409	1	1	234.489982130608	1	1
Gpr162	1	1	1	1	7277.57248516693	1	1
Gpr171	1	1	1	352.007070991486	429.875711110403	1	1
Gpr18	1	1	1	229.345765079903	35.4078044044929	606.065364522791	1
Gpr182	1	18938.8799400964	1	1	1	1	1
Gpr35	1	1	1	1	824.137327404824	1	928.110799635028
Gpr4	1	572.132589526155	1	1	1	1	1
Gpr55	1	1	1	1	1	7182.82217437673	1
Gpr68	1	1	1	5076.65507626622	1	1	1180.06254453609
Gpr77	1	6051.64098376295	1566.10213658775	1	1	1	1
Gpr97	1	2211.89999818052	1	1	1	1	1
Gpt2	602.686018019779	1	1	1	1	1	1
Gramd1a	1	1	1	269.719486453047	1	1	1
Gramd1c	847.928599552996	1	1	1	1	1	1
Gramd3	1	1	1	374.805335135066	1	103.848849413727	1
Grap2	1	1	1	370.974091577092	1	1	1
Grm8	1	1	1	1	6787.76450485941	1	1
Grpel2	1	1	1	1	1	157.469018168059	1
Gstm3	5853.88591493939	1	1	1	1	1	1
Gstm4	516.580658309971	1	1	1	1	1	1
Gstm6	1816.98926168432	1	1	1	1	1	1
Gstp2	65.2052793231187	1	782.434742741047	1	1	1	1
Gtf2e1	1	1	1	1	189.956775828436	1	1
Gtf2h2	1	1	1	1	333.559919450141	1	1
Gtpbp2	1	1	1	1	47.5150121200377	178.682077738301	1
Guca1a	1	1	1191.22052325164	1	1	1	798.539780158904
Gulo	2825.29333919336	1	1	1	1	1	1
Gys2	2636.79710419363	1	1	1	1	1	1
Gzma	1	1	1	5687.90274310351	1	1	1
Gzmb	1	1	1	13591.267607173	1	1	1
Gzmk	1	1	1	4117.12374135202	1	1	1
H2.DMb2	1	1	1	1	1	3540.33665515445	1
H2.Eb2	1	1	1	1	1	512.815977565863	1
H2.K2	1	1	1	1	1	202.379873725519	1
H2.Ob	1	1	1	1	1	525.027303278052	72.368516273697
H2.Q7	1	1	1	2116.39585606311	202.576772844911	4890.47358108255	1
H2.T10	1	1	1	1	1	468.60784456711	1
Hacl1	700.021784855693	1	1	1	1	1	1
Hal	2783.10081414955	1	1	1	1	1	1
Hamp2	1123.56458996874	1	1	1	1	1	1
Hand2	1	1829.25479265892	1	1	1	1	1
Hao1	2569.89289730544	1	1	1	1	1	1
Haus3	1	1	1	1	521.985673371526	1	1
Havcr1	1	1	1	1	8606.85536145024	1	1
Havcr2	1	1	1	1	1	1	745.283697547562
Hba.a1	1	1	1	1	1	27242.9776060022	230.888669430545
Hba.a2	1	1	1	1	1	14144.2704461318	1
Hbb.b1	1	1	1	1	1	12455.3529213755	1
Hbb.b2	1	1	1	1	1	3500.76573012524	1
Hc	2011.77482087852	1	1	1	1	1	1
Hcst	1	1	52.5018230067179	551.547144323545	1	1	64.9444496033848
Hdac9	1	1	1837.3232325791	1	382.648303689338	1	1
Heatr5a	1	248.36115141378	286.886891423327	1	1	1	1
Heatr7a	1	1	1	1	271.461606056122	1	1
Hecw2	1	3128.88381241649	1	1	1	1	1
Hepacam2	1	1	1	1	1	870.73687785884	1
Hfe	1	207.436880432963	573.46376953328	1	1	1	1378.86471199902
Hfe2	1842.55215822047	1	1	1	1	1	1
Hgf	1	2234.56821329914	1	1	1	1	1
Hgfac	1745.49553147786	1	1	1	1	1	1
Hist1h1d	1	1	1	1	1	457.023355312607	1
Hist1h4m	1	1	1	1	1	1895.63613040716	1
Hist2h2be	1	1	1	1	1394.52967068139	1	1
Hist4h4	1	1	1	1	322.616464629704	1	1
Hivep3	1	1	1	1	2623.40236132421	1	1
Hk1	1	1	1	98.5380788312739	1	1	1
Hk3	1	1	413.290936202705	1	1	1	161.309312396625
Hmga2.ps1	1	1	1	1	1	1	1298.59885381111
Hmgcs2	760.962026566079	1	1	1	1	1	1
Hmox1	1	1	339.996489173901	1	1	1	67.9615532715741
Hn1l	1	1	1	1	1	365.674008345109	1
Homer3	1	322.551171113965	1	1	1	1	1
Hopx	1	1	1	476.454696304118	1	1	1
Hoxa2	1	1920.8001179282	1	1	1	1	1
Hoxa5	1	341.598052025861	1	1	1	1	1
Hoxa7	1	1	1	1	172.727361559673	1	1
Hoxb2	1	442.397248188005	1	1	1	1	1
Hoxb5	1	2146.58448963869	1	1	1	1	1
Hpd	2275.23110630565	1	1	1	1	1	1
Hpgds	1	1	282.851292124856	1	1	1	1
Hps1	1	1	1	1	426.495784147729	1	1
Hps6	1	1	1	1	228.08982188016	1	1
Hpse	1	307.931065483271	1	1	1195.12040826007	1	358.007082738274
Hs1bp3	1	804.779481435478	1	1	1	1	1
Hs3st3b1	264.24022551061	4006.04793932486	1	1	1	1	1
Hsd17b13	3807.65451650337	1	1	1	1	1	1
Hsd17b2	507.574038435619	1	1	1	1	1	1
Hsd17b6	2733.1100463965	1	1	1	1	1	1
Hspa12a	1	1335.93141476967	1	1	1	1	1
Hspbap1	1	1	1	1	270.916775817488	1	1
Hspbp1	1	1	1	240.786921260269	1	1	1
Htr7	1	1	1	1	1	1	5851.80865805597
Htra2	1	1	1	1	1	1	233.882679400183
Htt	1	1	1	1	1	1	133.579317793684
Hyal2	1	1030.27925995696	1	1	1	1	1
Hyou1	55.473327471918	1	1	1	80.3208440891654	476.528868476329	1
I830077J02Rik	1	1	1	1	1	1	1605.21954515616
Iars	34.5205876809807	1	1	1	1	450.309229124936	1
Ica1	1	467.679414933408	1	1	1	1	1
Icos	1	1	169.151932671731	1629.38923335354	1	1	1
Icosl	1	1	1	1	1	1	556.540589470398
Id4	1	516.641785054434	1	1	1	1	1
Idi1	65.274526969881	1	1	1	277.774924502619	1	1
Ido2	1716.95320433601	1	1	1	1	1	1
Iffo1	1	1	1	1	139.065378011244	1	1
Ifi205	1	1	1	1	1	1	202.677680977915
Ifit2	1	210.98541056417	201.491682528517	1	1	1	1
Ifit3	1	161.72676493544	134.851924609189	1	1	1	744.850831773409
Ifng	1	1	1	6584.533436949	1	1	1
Ift52	1	1	1	1	1	1	116.949302853081
Ift57	1	1	1	1	140.818921334125	1	1
Igf1	136.670753931773	1	592.70029733436	1	1	1	89.8566726956236
Igfals	870.2999476137	1	1	1	1	1	1
Igfbp1	5977.74658623916	1	1	1	1	1	1
Igj	1	1	1	1	1	17425.9271452486	1
Igsf6	1	1	93.3354287580584	1	1	1	304.58754479886
Igtp	1	1	1	373.909851276729	1	1	126.56195589719
Ikzf3	1	1	1	402.812277067861	1	766.025133058099	1
Il10	1	1	1	1	1	3863.40362170837	1
Il12rb1	1	1	1	7025.82437456406	1	1	1
Il13ra2	1	1926.09869093441	1	1	1	1	1
Il15	1	1	217.301900086431	1	1	1	1
Il18	1	1	425.076974539321	1	1	1	316.817539868027
Il18bp	1	1406.08443420394	20304.4991330052	1	1	1	1044.71140873668
Il18r1	1	1	1	1175.93350698832	1	1	1
Il1a	1	1126.59985731058	279.682581658314	1	1	1	1
Il1b	1	1	137.543136917949	1	1	1	729.826136699336
Il1rn	1	1	1	1	1	1	384.156881591533
Il22ra1	496.00340997919	1	1	1	1	1	1
Il27ra	1	1	1	1269.0850604539	95.6106431452925	1	1
Il2ra	1	1	1	3661.16065173493	1	1	1
Il2rb	1	1	1	4818.67122748804	1	1	1
Il4	1	1	1	8826.48914514992	1	1	1
Il5ra	1	1	1	1	1	3463.62316013564	1
Il6ra	1	1	1	1	1	1	218.22493388631
Il6st	1	602.819193422006	1	1	1	1	1
Il7r	1	1	1	624.01223860144	179.833500585261	1	1
Ilf3	1	1	1	1	1	253.075453129533	1
Immp2l	99.7657084642278	1	1	1	1	396.087491341862	1
Impa2	1	1	1	1	1	1	183.172714794979
Inca1	560.934154109404	1	1	1	1	1	1
Inf2	1	1	1	1	266.573417664909	1	1
Inhbb	1	4039.52145652449	1	1	1	1	1
Inhbc	1806.99016605072	1	1	1	1	1	1
Inhbe	1097.46509833528	1	1	1	1	1	1
Inpp1	1	1	1	320.083898093508	1	1	1
Inpp4a	1	1	1	1	395.849566854868	1	1
Inpp4b	1	1	1	1301.08220385438	1	1	1
Inpp5a	1	494.087888996426	1	1	1	1	1
Inppl1	1	355.618525348937	234.102190367989	1	1	1	1
Ints5	1	1	1	1	207.744179591389	1	1
Ipcef1	1	1	1	1464.30304920255	1	1	1
Ipo11	1	860.348023848226	1	1	1	1	1
Iqsec1	1	109.767771562128	1	1	1	305.199850832925	1
Irf4	1	1	1	1	1	952.40321306363	1
Isca1	1	1	1	1	1	248.776324400864	1
