NAME	hepatocyte	hepatic_stellate_sinusoid	kupffer	NK	plasmacytoid_dendritic_cell	b_cell	myeloid_leukocyte
Rasgrp1	1	1	220.11812260158	731.372223025454	1	1	1
Rasgrp4	1	1	1	1	1	1	314.455676371272
Raver1.fdx1l	1	1	1	1	1	1951.92038188899	1
Rbks	1	1	1	1	1	1	361.443831329891
Rbl2	1	1	1	338.364581710432	56.9205199291518	1	1
Rbm10	1	1	1	117.188885800079	1	1	1
Rbm43	1	1	1	1	1	215.947435113442	1
Rbm6	1	1	1	133.482671041515	1	1	1
Rcn1	1	289.297968957477	1	1	1	1	1
Rdh14	1	1	1	1	1	161.887333820978	1
Rdh7	5281.96570764846	1	191.043348348176	1	124.958575591195	1	1
Rdh9	1866.66217971247	1	1	1	1	1	1
Recql5	1	1	1	1	120.970610549523	1	1
Reep1	1	2284.51921343199	1	1	1	1	1
Reep6	2977.58976082199	1	1	1	1	1	1
Rell1	1	106.643948372045	1	1	352.773543019635	1	1
Rell2	1	1	1	1	4639.40113298565	1	1
Reln	1	2878.54041122672	1	1	1	1	1
Relt	1	1	1	1	1	1	256.583501304306
Rerg	1	1340.00370112963	1	1	1	1	1
Rest	1	1	1	115.964015207175	1	1	1
Rev1	1	1	1	1	140.436687299838	1	1
Rfwd2	1	1	1	1	1	1	153.517791319816
Rfx5	1	1	1	1	1	1	379.657450147229
Rgl1	1	294.355371371358	394.756092133863	1	1	1	1
Rgn	3492.09850188167	1	1	1	1	1	1
Rgp1	1	1	1	1	204.108918247014	1	1
Rgs1	1	1	418.555743500777	858.398039212987	1	1	339.66080166392
Rgs18	1	1	1	1	335.796500538284	1	153.798687554901
Rgs7bp	1	2703.22058223784	1	1	1	1	1
Rhbdf2	1	1	1	1	156.051818635429	1	1
Rhobtb2	1	1	1	1	279.442592822343	1	1
Rhod	66.1485675246481	885.177557136839	1	1	1	1	1
Rhof	1	1	1	303.451914187482	1	220.830892947733	1
Rilpl1	1	371.390145852655	1	1	430.380681048781	1	1
Ripk3	1	1	140.016468021743	1	1	1	1
Ripply3	1	937.017988070421	1	1	1	1	1
Rltpr	1	1	1	1830.07055166757	1	1	1
Rnase6	1	1	1	1	1551.70438409814	363.846889734334	347.946088089232
Rnf113a2	1	1	1	1	153.059941575504	1	1
Rnf122	1	1	1	1	315.60283528045	1	1
Rnf125	1	1	1	240.353262852398	1	1	1
Rnf216	1	1	1	1	1	212.877892015561	1
Rnf31	1	1	603.383231718668	1	107.450178054188	1	1
Rnft1	1	1	1	1	1	111.220729485709	1
Robo3	1	1	1	1	11127.6207707016	1	1
Robo4	1	1498.92857415851	1	1	1	1	1
Rpa2	1	1	1	111.896209206114	1	1	1
Rpap3	1	1	1	1	1	555.880953718338	1
Rpf1	1	1	1	95.0232227728257	1	1	1
Rpp30	1	1	1	1	1	163.999283930288	1
Rpp38	1	1	1	1	128.333625200945	1	1
Rps19.ps3	1	1	1	1	1	1	193.071171055398
Rptor	1	1	1	1	430.520247931877	1	1
Rrp9	1	1	1	171.485915143932	1	1	1
Rspo3	1	4044.80943077314	1	1	1	1	1
Rtcd1	1	1	1	1	1	1	120.731704425587
Rtn1	1	1	1	1	1	1	181.682916761022
Rufy1	1	1	1	1	69.951546194185	272.787685932673	1
Rufy3	1	1	1	1	1	1	174.410222463091
Runx2	1	1	1	1	12280.529155791	1	1
Ruvbl1	1	1	1	1	42.5728820392799	186.666552193084	1
Rxra	103.938385167759	201.730712899396	807.874046601021	1	1	1	1
Saa4	2927.20976056393	1	1	1	1	1	1
Samd1	1	1	541.953611829134	1	1	1	1
Samd3	1	1	1	2886.60205655811	1	1	1
Sap30bp	1	1	1	1	205.981016778507	1	1
Sardh	471.861572183019	1	1	1	1	1	1
Sass6	1	1	1	1	1	1	347.123899905563
Satb1	1	1	1	227.769358677262	23.7108315988238	1	1
Sbk1	1	1	1	1	1	705.441076810647	1
Scaf4	1	1	1	1	117.568991712728	1	1
Scamp5	1	635.429453553152	734.769105773732	1	1	1	1
Scarf1	1	3305.34413831377	351.21019374975	1	1	1	1
Sccpdh	1	509.639905150494	1	1	1	1	1
Scfd1	1	1	1	1	1	127.624922353704	1
Scfd2	1	1	1	1	187.312142506011	1	1
Scml4	1	1	1	1	1	1116.11540727954	1
Scn1b	1	80.1654458481917	208.085250781947	1	1	1	1
Scnm1	1	1	1	1	83.5288585875776	353.414579091401	1
Sdad1	1	1	1	1	1	1	182.266029440721
Sdc1	16.507524765028	1	1	1	1	217.447853528434	1
Sdc3	1	521.693782825676	6179.07593832111	1	57.0729501345424	1	533.2869708784
Sdr42e1	698.747001601847	1	1	1	1	1	1
Sdr9c7	574.258727327896	1	1	1	1	1	1
Sds	1923.87739144843	1	1	1	1	1	1
Sec14l2	2309.7179773852	1	1	1	1	1	1
Sec14l4	1838.08262049812	1	1	1	1	1	1
Sectm1a	1	1	2698.72572308113	1	1	1	1
Sel1l	29.3408844984546	92.4536433154263	1	1	1	450.416444463419	1
Sema3d	1	1336.20278440038	1	1	1	1	1
Sema3f	1	1241.04854145833	1	1	1	1	1
Sema4a	1	1	1	265.964661988358	1	1	227.340356191599
Sema4b	1	1	1	1	766.842656211501	1	1
Sema4g	1148.55375623027	1	1	1	1	1	1
Sema6a	1	1439.5414217241	1	1	1	1	1
Sema6b	1	720.268697008832	1	1	1	1	1
Sema6d	1	1830.31445908973	2527.65309909671	1	1	1	1
Sept10	1	384.214319930459	1	1	1	1	1
Sept3	1	1	1	1	1	1	5918.91464473046
Serf1	1	1	102.409193410784	1	1	1	1
Serpina10	2035.33586213959	1	1	1	1	1	1
Serpina11	3698.15126643967	1	1	1	1	1	1
Serpina12	602.401938223306	1	1	1	1	1	1
Serpina3f	1	4224.91367643741	1	5563.97233803439	1	2581.07011255101	1
Serpina3m	2327.11638706507	1	1	1	1	1	1
Serpina6	4648.59064383515	1	1	1	1	1	1
Serpina7	1716.42134092317	1	1	1	1	1	1
Serpinb10.ps	1	1	1	1	1	1	204.644452492731
Serpinb6b	1	1	1	1067.42273737104	103.915843805077	1	1599.62553537285
Serpinb9	1	1	1	537.565296937817	1	1	1
Serpind1	3613.4408933846	1	1	1	1	1	1
Serpinf2	1662.09334453564	1	1	1	1	1	1
Sesn3	1	1	1	264.597624654954	1	1	1
Sfmbt1	1	1	220.183452361532	1	1	477.357559150034	1
Sgsh	1	1	276.790261704535	1	1	1	1
Sgsm2	1	1	1	1	231.054590822221	1	1
Sh2b2	1	1	1	1	871.867275415786	1	465.209313587634
Sh2b3	1	1	1	1	1	1	133.917545306055
Sh2d1a	1	1	1	531.37953152051	1	1	1
Sh2d1b1	1	1	1	1	1	1	881.798871305709
Sh2d2a	1	1	1	1316.03572958409	1	1	1
Sh3bgr	1	1	1	1	6835.16802372993	1	1
Sh3bgrl2	1	1	539.606741887428	1	1	1	1
Sh3bp1	1	1	1	1	1	1	2818.22614076962
Sh3bp4	1	1	1	1	189.519583239958	1	1
Sh3rf1	1	509.284444678459	1	1	1	1	1
Sh3tc1	1	848.086305351079	1	1	1	1	135.511939931692
Sh3tc2	1	1741.8928537286	1	1	1	1	1
Shank3	1	2191.58827377593	1	1	1	1	1
She	1	596.311523549394	1	1	1	1	1
Shmt2	57.6809800951816	1	1	1	1	444.245365877775	1
Shroom1	598.357104575261	1	1	1	1	1	1
Shroom2	1	3079.88196311175	1	1	1	1	1
Sidt1	1	1	1	2008.62409312484	1	1	1
Sigirr	1	1	1	147.621481100093	1	1	1
Siglec1	1	1	8655.85732037045	1	1	1	1
Siglece	1	1	743.280039897515	1	1	1	197.994286443496
Siglecg	1	1	1	1	79.7821826542738	385.260599977816	1
Siglech	1	1	1	1	27423.7501836251	1	1
Sirpb1a	1	1	1	1	1	1	6267.54534716109
Sirpb1b	1	1	1	1	1	1	761.537779203906
Sirt5	1	1	1	1	732.132273816403	1	1
Sit1	1	1	1	843.921513876247	1	1	1
Skap1	1	1	1	956.646812299815	1	1	1
Skint3	1	1	1	1	1	1	4172.01546075101
Skiv2l2	1	1	1	1	100.656689220749	1	1
Sla2	1	1	1	1048.97543098379	2374.74962082942	1	1
Slain1	1	1	1	706.383418836157	1	1	1
Slamf1	1	1	1	2440.01183749132	1	1	1
Slamf7	1	1	1	589.06383955265	1	1514.10366516445	1139.76068167177
Slamf8	1	1	983.382386484628	1	1	1	6571.49726679219
Slamf9	1	1	274.816789520846	1	1353.38229336091	1	1106.39370689042
Slc10a1	4894.3560035125	1	1	1	1	1	1
Slc11a1	1	1	1244.90094374317	1	1	1	594.286596255103
Slc12a5	1	2288.94629254963	1	1	1	1	1
Slc12a7	1	1	215.59834378811	1	1	1	1
Slc12a8	1	1	2212.04146462082	1	1	1	1
Slc12a9	1	1	1	1	1	1	209.671588174734
Slc16a3	1	1	1	1	1	1	482.892036313494
Slc16a6	1	1	1	309.626954912771	1	1	1
Slc16a9	1	1	878.667195557258	1	1	1	1
Slc17a2	3820.42201818932	1	1	1	1	1	1
Slc17a4	2728.90082321472	1	1	1	1	1	1
Slc17a8	1776.29601613705	1	1	1	1	1	1
Slc19a2	524.445967936428	1	1	1	1	1	1
Slc1a2	603.5568810384	1	2785.43964303277	1	1	1	1
Slc22a26	799.995597905366	1	1	1	1	1	1
Slc22a27	2473.73299163641	1	1	1	1	1	1
Slc24a5	1	319.208143509301	1	1	1	1	1
Slc25a19	1	1	1	1	1	358.437668082194	1
Slc25a22	547.034514385276	1	1	1	1	1	1
Slc25a33	28.7328431153966	1	412.75298502373	1	1	1	1
Slc25a47	6345.53881260304	1	1	1	1	1	1
Slc26a10	1	2158.19581960013	1	1	1	1	1
Slc27a5	4018.17333775068	1	1	1	237.624972456438	1	1
Slc28a2	1	1	1	153.498441068434	1	265.193362817401	1
Slc2a2	478.780713219103	1	1	1	1	1	1
Slc2a6	1	1	1	1	705.562627312292	1	563.2076593636
Slc30a10	1374.12320070366	1	1	1	1	1	1
Slc30a7	1	1	1	1	1	1	106.894536102342
Slc33a1	29.7969616186073	1	1	1	1	235.608962333481	1
Slc35c1	1	1	1	1	1	1	192.771633405042
Slc35d1	605.554241014199	1	1	1	1	1	1
Slc37a2	1	1	1093.8513323641	1	124.384506732766	1	1
Slc38a3	2465.03001681549	1	1	1	1	1	1
Slc38a4	2087.81297017079	1	1	1	1	1	1
Slc38a6	1	1279.12392796139	514.606497773514	1	1	1	1
Slc38a9	1	1	1	1	1	1	153.552921868189
Slc39a4	129.069233546077	1	1	1	1	2050.05368386521	1
Slc39a8	1	4087.83246834523	1	1	1	1	1
Slc40a1	73.2770786440372	865.685299269457	11249.3731908241	1	53.5012246683031	1	441.84898264145
Slc41a2	1	1	1	1	8189.7939000532	1	1
Slc45a3	1	1	2175.38352537089	1	1	1	1
Slc45a4	1	1	722.856460922176	1	1	1	1
Slc46a3	1	1	1	1	107.553671672573	1	557.568078744382
Slc6a12	1503.38466921048	1	1	1	1	1	1
Slc6a13	1161.87794275388	1	1	1	1	1	1
Slc7a8	1	1	966.697750325972	1	1	1	164.753642208882
Slc8a1	1	1	222.361082039511	1	1	1	138.345560949372
Slco1b2	5039.53525257795	1	1	1	1	1	1
Slco2a1	26.4156555947103	1088.5386943708	1	1	1	1	1
Slco4a1	1	1	1	1	6432.45846217263	1	1
Slfn1	1	1	1	235.610436718751	1	1	357.616208861264
Slpi	1	1	1	1	29.8527213629956	238.222215871587	1
Smad6	1	349.344275831391	1	1	1	1	1
Smarcad1	1	1	1	1	112.369355120865	1	1
Smc1b	1	1	6191.37251305497	1	1	1	1
Smc5	1	1	1	179.954053567457	1	1	1
Smoc1	971.010796679463	1	1	1	1	1	1
Smpd4	1	1	1	1	174.912514671696	1	1
Smpdl3b	1	1	1	1	1	1	1236.66996736002
Snai3	1	1	1	5505.28732358372	1	1	1
Snca	1	1	1	1	1	1430.91133722433	1
Snhg12	1	1	1	1	1	128.85799343415	1
Snn	1	1	1	1	91.760803523991	560.912858238595	1
Snrk	1	343.127670021892	1	1	1	1	1
Snta1	1	1	326.886098088582	1	1	1	1
Snx21	1	298.775936822834	1	1	1	1	1
Snx22	1	1	1	1	1	1	4079.64409418228
Snx24	1	768.636172299062	688.504131378889	1	1	1	1
Snx25	1	1	638.583867312511	1	1	1	1
Snx30	1	1	1	1	1	1277.09431535309	1
Snx33	1	928.60984041704	1	1	1	1	1
Snx9	1	1	1	1	78.2346375158468	279.46762141562	1
Soat1	1	1	249.018206823701	1	1	1	198.020756135771
Soat2	865.994651211991	1	1	1	1	1	1
Socs1	1	1	1	340.635983488718	1	1	1
Socs2	1	1	1	169.57301882332	1	1	1
Sorbs3	1	494.509033420786	1	1	1	1	1
Sox18	1	517.061845855137	1	1	1	1	1
Sp4	1	1	1	364.662195036879	1	1	1
Spast	1	1	1	1	1	282.00778044935	1
Spata13	1	1	1	280.053749775604	1	1	1
Spats2l	1	422.32841302516	1	1	1	1	1
Specc1l	1	1	85.7427771904205	1	1	1	1
Spen	1	1	1	1	1	218.329995147754	1
Spg20	1	1	119.758810469062	1	1	1	1
Spib	1	1	1	1	671.143677187081	568.125797616251	1
Spic	1	1	3266.05376152434	1	1	1	1
Spns3	1	1	1	1	537.292421529783	1	1
Spry4	1	1018.13619140352	1	1	1	1	1
Spryd3	1	1	1	149.571896697739	1	1	1
Sqle	1	1	1	1	138.188705440521	1	1
Srgap1	1	1299.55521026403	1	1	1	1	1
Srgap3	1	1	1	1	6728.24843825986	1	1
Srl	1	1	1	1	2199.26898851286	1	1
Srpk3	1	1	1	1	1	617.588113399563	1
Ss18	1	1	1	110.127005012741	1	1	1
St3gal6	1	1	1	122.236093690414	1	1	1
St6gal1	70.7687805299028	1	1	1	1	815.868975755022	1
St6galnac3	1	1281.68015209485	1	1	1	1	1
St8sia4	1	1	1	172.285549588977	955.062505111348	1	164.071457794947
St8sia6	1	1	1	1	1	1000.99118873814	1
Stab1	1	6711.37564692278	224.584094629048	1	1	1	1
Stab2	1	23059.4675143739	7432.7564677661	1	1	1	808.502384065802
Stambpl1	1	1	1	1	153.127464428634	1	1
Stard8	1	871.981044236181	1	1	1	1	1
Stat4	1	1	1	1621.07725629085	1	1	1
Stk30	1	1	1	1	5152.86561644775	1	1
Stk32c	1	1	1	4049.56655402609	1	1	1
Stk39	1	1	1	158.878821715038	1	1	1
Ston2	1	1	359.549558288998	1	1	1	1
Stox2	1	535.767417753414	1	1	1	1	1
Strbp	1	1	1	1	1	363.751970934101	1
Stx2	1	492.95538486088	1	1	1	1	1
Stxbp1	1	402.147973064007	1	1	1	1	1
Sulf2	1	1	1	1	1	1	168.023867991206
Sult2a1	1992.87110984481	1	1	1	1	1	1
Sult2a2	1017.05298458468	1	1	1	1	1	1
Sult2a5	2166.2426268197	1	1	1	1	1	1
Sult2a6	1485.4664864163	1	1	1	1	1	1
Sult2a7	691.230549250192	1	1	1	1	1	1
Sun2	1	1	1	141.424279995514	1	1	1
Suv420h2	1	1	1	1	1	1	121.2414580095
Swap70	1	1	1	1	46.202621574082	405.947023148659	1
Syde1	1	338.732578075895	1	1	1	1	1
Syn1	1	1	3549.37163506361	1	1	1	1
Sytl2	1	1	1	853.5935672771	1	1	1
Sytl3	1	1	1	2415.89431844685	1	1	1
Syvn1	19.1286337875955	1	1	1	1	270.567409038721	1
Tada1	1	1	1	174.554649041563	1	1	1
Taf1	1	1	1	1	290.297812990527	1	1
Taf1a	1	1	1	1	186.302248108992	1	1
Taf5l	1	1	1	1	1	98.2585482723458	1
Tagap1	1	1	1	1	225.080904480267	1	1
Tanc2	1	1	180.708087572024	1	1	1	1
Tasp1	1	1	1	2722.20304374608	1	1	1
Tat	4100.19706232506	1	1	1	1	1	1
Tbc1d13	1	1	389.153777151619	1	1	1	1
Tbc1d22b	1	1	1	665.989889462356	95.1469269559256	1	1
Tbc1d2b	1	205.069774901886	263.456753431545	1	1	1	1
Tbc1d4	1	1	1	1	1	1	793.34520617821
Tbc1d5	1	1	191.393062284716	1	1	1	369.501091285818
Tbc1d8	1	1	1	1	1691.06620605036	1	492.654089543674
Tbc1d9	1	1	426.784527805408	1	1	1	1543.74782177234
Tbcc	1	1	1	1	1	164.943494288589	1
Tbkbp1	1	298.700032146939	1	1	1	1	213.57792335168
Tbrg3	1	1	1	1	112.569977186452	1	1
Tbx2	1	304.340342031548	1	1	1	1	1
Tbx21	1	1	1	5131.42396443048	1	1	1
Tbxa2r	1	1974.51042894212	1	1	137.285368455236	1	1
Tbxas1	1	1	2178.48869374942	1	1	1	325.190400871251
Tcf7l1	1	765.269549402583	1	1	1	1	1
Tcp11l2	1	1	1	1	1	244.922105682786	1
Tctex1d2	1	1	1	1	1	1	204.326975167427
Tdo2	5574.60152293578	1	1	1	1	1	1
Tec	1	1	1	1	1	247.468135533647	1
Tecpr1	1	1	1	295.07115599212	34.4984993634702	1	1
Tek	1	471.941120668869	1	1	1	1	1
Tes	1	1	1	218.606494692198	1	1	1
Tesc	1	1	1	387.062270681516	1	1	1
Tex10	1	1	1	1	123.390781351913	1	1
Tex2	113.623069142098	205.092556199654	1	1	1801.38802824243	1	1
Tfdp2	1	1	1	1	1	354.192139490284	1
Tfec	1	1553.04158270271	1067.00699473666	1	1	1	1
Tfpi	1	2407.40572524952	1	1	1	1	1
Tfr2	2640.92718658466	1	1	1	1	1	1
Tgfbi	1	1	35.3561768683582	1	1	1	192.777978116721
Tgtp2	1	1	1	1554.7344252999	1	1	697.650747085549
Themis	1	1	1	3506.7702847846	1	1	1
Thpo	550.624545795845	1	1	1	1	1	1
Thrsp	1367.85029826185	369.793595158901	1	1	1	1	1
Thsd1	1	1058.71758524553	1	1	1	1	1
Thumpd1	1	1	1	133.748799144107	1	1	1
Thy1	1	1	1	517.158561127226	1	1	1
Ticam1	1	1	1	1	1	1	382.076331110017
Ticam2	1	1	1	1	1	1	1510.73023079002
Tifab	1	1	228.257574135744	1	201.306911626784	1	786.013424336388
Timd2	1008.09682156644	1	1	1	1	1	1
Timd4	1	1272.81509649747	19870.6735342373	1	1	1	1172.50588590337
Tinagl1	1	547.927392963444	1	1	1	1	1
Tk1	1	1	130.087562562734	1	1	1	1
Tlcd2	1	1	1	1	1729.11997171724	1	1
Tle1	1	282.634924023524	1	1	1	1	1
Tlr1	1	1	539.486601422241	1	1	1	278.383303427747
Tlr11	1	1	1	1	1	1	12124.5454856356
Tlr12	1	1	4403.24160467412	1	2495.34108886771	1	1698.12408956612
Tlr13	1	1	293.911790106878	1	1	1	510.791147080036
Tlr3	1	773.256991784496	1	1	1	1	6337.82924976045
Tlr4	1	1	626.109013681133	1	1	1	1
Tlr7	1	1	633.20321388467	1	1432.98696545845	1	1
Tm6sf2	1546.08523234979	1	1	1	1	1	1
Tm7sf2	729.778319028343	1	1	1	482.796786921727	1	1
Tmc8	1	1	265.04257354082	1049.79303827485	87.6939876080923	1	1
Tmcc1	1	1	1	1	1	1	97.1343756279647
Tmem104	1	395.249864727999	753.422121327595	1	1	1	1
Tmem127	1	1	85.3307485899533	1	1	1	1
Tmem132e	1	5813.77286194692	1	1	1	1	1
Tmem141	25.5888220320796	203.739772104311	1052.01334258885	1	1	1	206.310927518964
Tmem149	1	1	1	2424.76631857985	1	1	1
Tmem154	1	1	1	189.857136711974	1	416.559349503554	1
Tmem163	1	1	1	1	2164.00932183418	1	1
Tmem168	1	1	119.027201770048	1	1	1	1
Tmem170b	1	1	318.391685696633	1	1	1	143.1984925818
Tmem2	1	1150.34185263872	1	1	1	1	1
Tmem204	1	581.657083093638	1	1	1	1	1
Tmem221	1	1	1	1	8222.95854338744	1	1
Tmem229b	1	1	153.894632153721	1	1708.11697716705	1	213.133109604963
Tmem26	1	1	5843.80627028057	1	1	1	1
Tmem37	68.5644159169207	97.3332491801233	512.933684029693	1	1	1	1
Tmem44	1	1000.54196732244	1	1	1	1	1
Tmem47	1	685.593789307845	1	1	1	1	1
Tmem56	979.411297703144	2064.72810507104	1	1	1	1	1
Tmem62	1	1	1	1	1	747.420155295938	1
Tmem65	1	1	83.2997253530326	1	1	1	1
Tmem86a	1	131.765909378956	2038.0319518094	1	397.654435380608	1	350.602918521228
Tmem86b	714.307689239812	1	1	1	1	1	1
Tmem88	1	554.579384317106	1	1	1	1	1
Tmem98	1	590.683539200038	1	1	1	1	1
Tmprss6	4032.16471288886	1	1	1	1	1	1
Tmsb15l	1	1	1	1	1	2005.41438029649	1
Tmub1	1	1	1	164.883465436537	1	1	1
Tnfaip1	1	339.460767956798	1	1	1	1	1
Tnfaip3	1	1	1	140.913419662201	1	1	1
Tnfaip8l1	1	899.939233882509	1	1	1	1	1
Tnfrsf11a	1	1	2735.75245812041	1	1	1	1
Tnfrsf13b	1	1	1	1	406.365113464892	530.155561793938	1
Tnfrsf13c	1	1	1	1	1	392.357069537866	1
Tnfrsf17	1	1	1	1	1	11786.4603520362	1
Tnfrsf18	1	1	1	820.20995674267	1	1	1
Tnfrsf25	1	1	1	3391.30023334164	1	1	1
Tnfrsf9	1	1	1	1322.18505062485	1	1	1
Tnfsf10	1	434.678348047389	1	591.995863667772	1	1	1
Tnfsf14	1	1	1	3407.59897860787	1	1	1
Tnik	1	1	1	1715.63461971695	1	1	1
Tnip3	1	1	1	1	1	1	1505.33934694699
Tnk2	1	1	1	324.388289820061	1	1	1
Tnni2	1	1	1	1	592.099603202107	1	2088.40323826005
Tox	1	1	1	871.65017133488	1	1	1
Tpcn2	1	1	840.714605194796	1	1	1	1
Tprn	1	1	1	1	549.983014970212	1	1
Tpst1	1	1	1	1	1	209.011725091567	1
Traf1	1	1	1	570.557342895764	1	1	611.600489538524
Traf2	1	1	1	170.147617305463	1	1	1
Traf4	1	1	1	1	260.176785810365	1	1
Tram2	1	1	1	1	1	4337.00262820566	1
Trappc8	1	1	1	1	1	1	242.601487473825
Treml4	1	1	2268.96770866393	1	1	1	2406.28061021697
Trerf1	1	1	1	1	1	1	940.320881702499
Trim12a	1	1	1	216.472653639084	51.5745021746747	1	1
Trim24	1	1	1	1	126.47446542595	271.476454302278	1
Trim3	1	310.973534314854	1	1	1	1	1
Trim30b	1	1	1	1	96.2387911046568	1	1
Trim34a	1	1	1	1	1	486.698983089407	1
Trip11	1	1	1	1	1	227.038133667657	1
Trip4	27.7104748235552	1	1	473.255233643895	1	1	1
Trmt2a	1	1	1	1	175.412938516591	1	1
Trp53inp1	20.4702331023975	1	1	1	1	1061.11596915784	1
Trpm2	1	1	6596.20445554962	1	1	1	2771.48244462778
Trps1	1	1	1	1	1	1	195.217870997638
Tshz2	1	420.801105679965	1	1	1	1	1
Tshz3	1	993.921232374153	1	1	1	1	1
Tsku	1958.77733677847	1	1	1	1	1	1
Tspan15	1	381.400393191589	839.683456781146	1	1	1	1
Tspan18	1	1052.65509499888	1	1	1	1	1
Tspan7	1	352.653883783264	1	1	1	1	1
Tspyl3	1	1	1	2211.67018645575	666.218601903907	1	1
Ttc32	1	1	93.6950174552908	1	1	1	1
Ttc39a	1	1	1	1	1	1	1306.66578685716
Ttc39b	1	1	1	265.516035181492	1	1	1
Ttc39c	57.5084540326064	1	211.232648360183	1	1	1	1
Ttc7	1	1	1	1	101.789872693993	1	206.995458977475
Ttc7b	1	407.211799010418	1	1	1	1	1
Ttll7	1	324.358920108355	1	1	1	1	1
Ttpa	3730.89425747347	1	1	1	1	1	1
Ttpal	1	1	1	1	1	353.57991113016	1
Ttyh2	54.7430145305466	1	454.814248606321	1	1	1	1
Tubg1	1	1	1	1	1	190.820179542152	1
Tubgcp2	1	1	1	1	1	545.07878929655	1
Tubgcp5	1	1	1	1	890.079885722936	1	1
Twist1	1	707.847614765785	1	1	1	1	1
Txk	1	1	1	1942.64717724323	1	1	1
Txndc11	1	1	1	1	85.8601737474022	1345.45931997082	1
Txndc5	1	1	1	1	124.159287828447	1470.02294549978	57.5698798502217
Ubash3a	1	1	1	4477.41053231943	1	1	1
Ubash3b	1	1	1	1	1	1	133.818820879322
Ube2l6	1	1	42.052626290583	1	79.4461897487521	1066.06316656132	102.13117917774
Ube2o	1	1	1	1	1	588.589109380579	1
Ubtd1	1	1	91.3715050258426	1	1	1	1
Ubxn11	1	1	1	1945.63412906004	1	1	1
Ugcg	1	1	1	168.359467820264	1	1	1
Ugt2a3	2526.93870802249	1	1	1	1	1	1
Ugt2b1	4091.26726987949	1	1	1	1	1	1
Ugt2b34	808.747254630276	1	1	1	1	1	1
Ugt2b35	5345.67698717137	1	1	1	1	1	1
Ugt2b36	4806.53863392856	617.251538628011	739.693413369416	1	1	1	1
Unc13d	1	1	1	361.320442755493	234.925557201354	1	1
Unc5cl	1	1	1	2854.75298633297	1	1	1
Uox	5714.64941499581	227.17641860686	1	1	1	1	1
Upb1	227.402554653957	1	1	1	6093.88342120223	1	1
Uroc1	2577.22554973975	1	1	1	1	1	1
Ushbp1	1	464.760725362207	1	1	1	1	1
Usp12	1	100.3843828199	662.836912189888	1	1	1	296.243118733443
Usp15	1	1	1	1	1	228.337659446382	1
Usp18	1	1	1	1	320.981345667876	1	358.551834359516
Usp21	1	1	306.615943604572	1	1	1	1
Utp23	1	1	1	1	1	255.373123342853	1
Vangl1	1	617.272434562872	1	1	1	1	1
Vash1	1	1520.91268930757	1	1	1	1	1
Vcam1	1	96.7790465320293	582.081724263538	1	1	1	1
Vhl	1	1	1	1	429.419451623962	1	1
Vill	1	1	150.468784675936	1	1	1	285.380922483414
Vipr1	1	4173.14055677588	1	1	1	1	1
Vmac	1	1	1	1	106.893605994167	1	1
Vmo1	1064.76388270944	1	1	1	1	1	1
Vnn3	973.429426707772	1	1	1	1	1	1
Vopp1	1	1	90.8227447021815	1	1	1	1
Vpreb3	1	1	1	1	1	282.152890588224	1
Vps13a	1	1	1	1	64.0151792904109	195.793800053425	1
Vps37b	1	1	1	176.318266422673	1	1	1
Vps53	1	1	1	1	1	246.024348128167	1
Vsig4	1	884.05916202039	16869.8570245522	212.36987920426	76.8615406426506	1	642.802612034527
Vwce	1190.72802372342	1	1	1	1	1	1
Wdfy1	1	1	1	1	183.193646576613	1	1
Wdfy3	1	156.505827689661	394.481592500686	1	1	1	1
Wdfy4	1	1	117.078785790305	1	1	428.399684254643	1228.80125131685
Wdr11	1	1	247.539225661337	1	1	1	1
Wdr3	1	1	1	1	1	340.222084174284	184.517918316173
Wdr41	1	1	410.310003831235	1	1	1	169.219532464386
Wdr55	1	1	1	1	1	426.713876510281	1
Wdr81	1	1	1	1	347.1244218047	1	1
Wdr86	1	1	1	1	1	1	3003.99659551573
Wibg	1	1	1	106.959728921863	1	1	1
Wipi2	1	1	1	1	1	197.461561076546	1
Wisp1	1	1155.37063004977	1	1	1	1	1
Wnt2	1	4258.68708000029	1	1	1	1	1
X0610007P22Rik	1	1	1	152.690678463787	1	1	1
X1110018G07Rik	1	1	1	1	1	1	264.954168641887
X1110031I02Rik	1	1	1	1	1	275.841383844727	1
X1110054O05Rik	1	1	1	1	1	413.804085384562	145.350994269409
X1110059E24Rik	1	1	1	1	1	166.269825358955	1
X1200009I06Rik	1	3659.25181930885	1	1	1	1	1
X1200011I18Rik	1	1	1	1	1	354.237629250536	1
X1200011M11Rik	1	1	1	1	309.704417563219	1	1
X1300002K09Rik	1641.86881230015	1	1	1	1	1	1
X1300017J02Rik	1749.78525570348	1	1	1	1	1	1
X1300018I17Rik	1	1	1	1	1	1	198.527824910672
X1500011B03Rik	1	1	1	1	108.762105204267	1	1
X1500017E21Rik	701.961022895943	1	1	1	1	1	1
X1600021P15Rik	1	4319.95219516137	1	1	1	1	1
X1700001C19Rik	1378.51914420747	1	1	1	1	1	1
X1700003F12Rik	1	1	5222.90439625214	1	1	1	1
X1700017B05Rik	1	1	1	1	1	241.093905370577	1
X1700026L06Rik	1	1	1	1	550.738927837136	1	1
X1700029F09Rik	1	1	1	1	1	260.407472298503	1
